path-prefix: /anfs/gfxdisp/hanxue_nerf_data/benchmark_videos
features-suffix: nerf
split-column: scene
train-ratio: 80
seed: 0
resume: true
config_dir: /anfs/gfxdisp/pmh64/nerf
display: eizo_color_edge
log-dir: logs/nerf
num_epochs: 250

scene,method,jod,jod_low,jod_high,reference,test
elephant,ibrnet_pretrain,5.44462831142235,-4.29536887501755,-1.41276352235397,"scene=elephant,method=reference.mp4","scene=elephant,method=ibrnet_pretrain.mp4"
elephant,light_field,6.49398887909908,-2.56631670720263,-0.427742707210128,"scene=elephant,method=reference.mp4","scene=elephant,method=light_field.mp4"
elephant,mipnerf,10.72677491469343,2.24974804433571,4.40178622727097,"scene=elephant,method=reference.mp4","scene=elephant,method=mipnerf.mp4"
elephant,nerf,9.01305800033278,0.491072590681765,2.38917829601591,"scene=elephant,method=reference.mp4","scene=elephant,method=nerf.mp4"
elephant,nex,9.712791958799851,1.29305862714237,3.18247196509119,"scene=elephant,method=reference.mp4","scene=elephant,method=nex.mp4"
elephant,plenoxel,9.11034930960986,0.558149715054628,2.59085890561736,"scene=elephant,method=reference.mp4","scene=elephant,method=plenoxel.mp4"
geopards,directvoxgo,9.08805004269307,0.744399640988818,3.36918079906046,"scene=geopards,method=reference.mp4","scene=geopards,method=directvoxgo.mp4"
geopards,gnt_crossscene,4.85693299282295,-4.5206484535755,-1.24406824327842,"scene=geopards,method=reference.mp4","scene=geopards,method=gnt_crossscene.mp4"
geopards,gnt_singlescene,4.85693299308343,-4.44164607813692,-1.28926021862191,"scene=geopards,method=reference.mp4","scene=geopards,method=gnt_singlescene.mp4"
geopards,ibrnet_finetune,6.389551862060928,-2.4249203811347,0.078769755569702,"scene=geopards,method=reference.mp4","scene=geopards,method=ibrnet_finetune.mp4"
geopards,ibrnet_pretrain,5.654044288512905,-3.39056386881085,-0.54386139569778,"scene=geopards,method=reference.mp4","scene=geopards,method=ibrnet_pretrain.mp4"
geopards,light_field,6.5492563814767255,-2.004911009472,0.107920060544786,"scene=geopards,method=reference.mp4","scene=geopards,method=light_field.mp4"
geopards,mipnerf,10.00007703429456,1.77206813851268,4.16020811303751,"scene=geopards,method=reference.mp4","scene=geopards,method=mipnerf.mp4"
geopards,nerf,7.3258054051928845,-1.05438457629805,1.01450604218013,"scene=geopards,method=reference.mp4","scene=geopards,method=nerf.mp4"
geopards,nex,9.73163857671283,1.46154384147789,4.06493489745467,"scene=geopards,method=reference.mp4","scene=geopards,method=nex.mp4"
geopards,plenoxel,9.07980173091387,0.834181748894439,3.2411973900761,"scene=geopards,method=reference.mp4","scene=geopards,method=plenoxel.mp4"
giraffe,directvoxgo,9.527118457375039,1.20634338689652,3.86501171943054,"scene=giraffe,method=reference.mp4","scene=giraffe,method=directvoxgo.mp4"
giraffe,gnt_crossscene,5.35694265390819,-3.18100607147104,-1.46806637147999,"scene=giraffe,method=reference.mp4","scene=giraffe,method=gnt_crossscene.mp4"
giraffe,gnt_singlescene,5.31573116437556,-3.52850304967709,-1.4216426348368,"scene=giraffe,method=reference.mp4","scene=giraffe,method=gnt_singlescene.mp4"
giraffe,ibrnet_finetune,6.950095318534225,-1.34147655054949,0.189266898281418,"scene=giraffe,method=reference.mp4","scene=giraffe,method=ibrnet_finetune.mp4"
giraffe,ibrnet_pretrain,4.743692919235199,-4.01194174030961,-1.90726659672781,"scene=giraffe,method=reference.mp4","scene=giraffe,method=ibrnet_pretrain.mp4"
giraffe,light_field,6.889346168717238,-1.33812788589961,0.167791949287075,"scene=giraffe,method=reference.mp4","scene=giraffe,method=light_field.mp4"
giraffe,mipnerf,11.37644424279759,3.15601081777701,5.72660776584405,"scene=giraffe,method=reference.mp4","scene=giraffe,method=mipnerf.mp4"
giraffe,nerf,6.897207928187608,-1.48475158719867,0.19013305630621,"scene=giraffe,method=reference.mp4","scene=giraffe,method=nerf.mp4"
giraffe,nex,8.399047763963905,0.46401099775256,1.85102065823575,"scene=giraffe,method=reference.mp4","scene=giraffe,method=nex.mp4"
giraffe,plenoxel,7.102091964634337,-1.29156684516546,0.565796342746608,"scene=giraffe,method=reference.mp4","scene=giraffe,method=plenoxel.mp4"
whale,directvoxgo,3.3447069183277502,0.634858038404868,1.98307377815927,"scene=whale,method=reference.mp4","scene=whale,method=directvoxgo.mp4"
whale,gnt_crossscene,-6.23569030528531,-10.4119384984178,-7.85037400004703,"scene=whale,method=reference.mp4","scene=whale,method=gnt_crossscene.mp4"
whale,gnt_singlescene,-3.3310965881073216,-7.305344082509,-4.91968043332619,"scene=whale,method=reference.mp4","scene=whale,method=gnt_singlescene.mp4"
whale,ibrnet_finetune,3.76444841816995,1.17660588842679,2.33517059815264,"scene=whale,method=reference.mp4","scene=whale,method=ibrnet_finetune.mp4"
whale,ibrnet_pretrain,0.17230325195495055,-2.41511831933577,-1.70869784208927,"scene=whale,method=reference.mp4","scene=whale,method=ibrnet_pretrain.mp4"
whale,light_field,3.4337126415462897,0.974591697415771,1.88022524604419,"scene=whale,method=reference.mp4","scene=whale,method=light_field.mp4"
whale,mipnerf,4.19697155721693,1.48840016362315,2.85793180174811,"scene=whale,method=reference.mp4","scene=whale,method=mipnerf.mp4"
whale,nerf,3.9200209382513096,1.26463581158994,2.53318516290758,"scene=whale,method=reference.mp4","scene=whale,method=nerf.mp4"
whale,nex,7.327356731732619,4.89184529289683,6.09947852791997,"scene=whale,method=reference.mp4","scene=whale,method=nex.mp4"
whale,plenoxel,-2.80333337473974,-6.64334067342167,-4.3281007347763,"scene=whale,method=reference.mp4","scene=whale,method=plenoxel.mp4"
car-fig,directvoxgo,9.556178269820549,0.408457845040369,1.20682783320266,"scene=car-fig,method=reference.mp4","scene=car-fig,method=directvoxgo.mp4"
car-fig,gnt_crossscene,4.89033465202575,-4.79443975643921,-3.34346201094325,"scene=car-fig,method=reference.mp4","scene=car-fig,method=gnt_crossscene.mp4"
car-fig,gnt_singlescene,8.973093273762718,-0.471380936650254,0.720121278590728,"scene=car-fig,method=reference.mp4","scene=car-fig,method=gnt_singlescene.mp4"
car-fig,ibrnet_finetune,9.266543405892602,0.0887828235236828,0.935436419316721,"scene=car-fig,method=reference.mp4","scene=car-fig,method=ibrnet_finetune.mp4"
car-fig,ibrnet_pretrain,8.725171008698444,-0.571685545391255,0.347301912995058,"scene=car-fig,method=reference.mp4","scene=car-fig,method=ibrnet_pretrain.mp4"
car-fig,light_field,9.343861855871564,0.0153396882807033,1.05463663042233,"scene=car-fig,method=reference.mp4","scene=car-fig,method=light_field.mp4"
car-fig,mipnerf,9.894274699311596,0.666318450141075,1.57616011336138,"scene=car-fig,method=reference.mp4","scene=car-fig,method=mipnerf.mp4"
car-fig,nerf,9.710461831035913,0.514557451508441,1.37422995661179,"scene=car-fig,method=reference.mp4","scene=car-fig,method=nerf.mp4"
car-fig,nex,8.402184400841318,-0.993148001675046,0.0384447863815532,"scene=car-fig,method=reference.mp4","scene=car-fig,method=nex.mp4"
car-fig,plenoxel,9.12334082674655,-0.0890630823324567,0.730446657868737,"scene=car-fig,method=reference.mp4","scene=car-fig,method=plenoxel.mp4"
extr-farm,directvoxgo,6.14722958823401,-2.50706294955223,-1.52970303961659,"scene=extr-farm,method=reference.mp4","scene=extr-farm,method=directvoxgo.mp4"
extr-farm,gnt_crossscene,6.96039391182058,-1.67988593145602,-0.666966426657223,"scene=extr-farm,method=reference.mp4","scene=extr-farm,method=gnt_crossscene.mp4"
extr-farm,gnt_singlescene,8.025991825935654,-0.612771061985541,0.401270781483454,"scene=extr-farm,method=reference.mp4","scene=extr-farm,method=gnt_singlescene.mp4"
extr-farm,ibrnet_finetune,8.329497222414863,-0.117415244459061,0.614188969692452,"scene=extr-farm,method=reference.mp4","scene=extr-farm,method=ibrnet_finetune.mp4"
extr-farm,ibrnet_pretrain,7.02271056451735,-1.44931511706352,-0.779784271401982,"scene=extr-farm,method=reference.mp4","scene=extr-farm,method=ibrnet_pretrain.mp4"
extr-farm,light_field,8.288415496450714,-0.268640458024175,0.637494991729548,"scene=extr-farm,method=reference.mp4","scene=extr-farm,method=light_field.mp4"
extr-farm,mipnerf,8.934901223939477,0.519884918962261,1.17104100965263,"scene=extr-farm,method=reference.mp4","scene=extr-farm,method=mipnerf.mp4"
extr-farm,nerf,9.14707307771909,0.739947587607885,1.41413733591925,"scene=extr-farm,method=reference.mp4","scene=extr-farm,method=nerf.mp4"
extr-farm,nex,8.858905362729022,0.481950292631488,1.06424120557575,"scene=extr-farm,method=reference.mp4","scene=extr-farm,method=nex.mp4"
extr-farm,plenoxel,7.4698896829833235,-0.968591797676736,-0.334747621278665,"scene=extr-farm,method=reference.mp4","scene=extr-farm,method=plenoxel.mp4"
extr-woods,directvoxgo,6.4674515429304105,-2.49239774078059,-1.13090701051312,"scene=extr-woods,method=reference.mp4","scene=extr-woods,method=directvoxgo.mp4"
extr-woods,gnt_crossscene,7.204261700214872,-1.57519612182776,-0.456783107312833,"scene=extr-woods,method=reference.mp4","scene=extr-woods,method=gnt_crossscene.mp4"
extr-woods,gnt_singlescene,7.930583069668431,-0.749860373608346,0.192481958844794,"scene=extr-woods,method=reference.mp4","scene=extr-woods,method=gnt_singlescene.mp4"
extr-woods,ibrnet_finetune,8.800339047915985,0.290131144495737,0.992818738784821,"scene=extr-woods,method=reference.mp4","scene=extr-woods,method=ibrnet_finetune.mp4"
extr-woods,ibrnet_pretrain,7.878926157376102,-0.681755992360605,0.0079272489890146,"scene=extr-woods,method=reference.mp4","scene=extr-woods,method=ibrnet_pretrain.mp4"
extr-woods,light_field,9.50351232337024,0.950427629869005,1.84881925224532,"scene=extr-woods,method=reference.mp4","scene=extr-woods,method=light_field.mp4"
extr-woods,mipnerf,8.350192688574708,-0.208558146433982,0.547641658238451,"scene=extr-woods,method=reference.mp4","scene=extr-woods,method=mipnerf.mp4"
extr-woods,nerf,8.338879808057213,-0.136252289952356,0.460038692781584,"scene=extr-woods,method=reference.mp4","scene=extr-woods,method=nerf.mp4"
extr-woods,nex,8.379820360803471,-0.0913068770739799,0.481706020942661,"scene=extr-woods,method=reference.mp4","scene=extr-woods,method=nex.mp4"
extr-woods,plenoxel,7.384361238737065,-1.17809738631692,-0.494991704737661,"scene=extr-woods,method=reference.mp4","scene=extr-woods,method=plenoxel.mp4"
glass,directvoxgo,9.00579892110591,-0.70160556807201,0.0419810618668864,"scene=glass,method=reference.mp4","scene=glass,method=directvoxgo.mp4"
glass,gnt_crossscene,8.580089116926375,-1.10465374379619,-0.384103154163777,"scene=glass,method=reference.mp4","scene=glass,method=gnt_crossscene.mp4"
glass,gnt_singlescene,8.829314594019426,-0.919084722110821,-0.0495665277413036,"scene=glass,method=reference.mp4","scene=glass,method=gnt_singlescene.mp4"
glass,ibrnet_finetune,9.422179388323025,-0.219626628947056,0.389017554470406,"scene=glass,method=reference.mp4","scene=glass,method=ibrnet_finetune.mp4"
glass,ibrnet_pretrain,9.479416205758318,-0.162525623410467,0.478984103038335,"scene=glass,method=reference.mp4","scene=glass,method=ibrnet_pretrain.mp4"
glass,light_field,9.090975817562104,-0.638497575143112,0.192419706013087,"scene=glass,method=reference.mp4","scene=glass,method=light_field.mp4"
glass,mipnerf,10.069977184997184,0.394221429188604,1.14272858351233,"scene=glass,method=reference.mp4","scene=glass,method=mipnerf.mp4"
glass,nerf,9.395802634761983,-0.19281252709482,0.318593523615419,"scene=glass,method=reference.mp4","scene=glass,method=nerf.mp4"
glass,nex,9.327186930644206,-0.299786024056744,0.286390553232659,"scene=glass,method=reference.mp4","scene=glass,method=nex.mp4"
glass,plenoxel,9.344659895989219,-0.301661892962943,0.325793257391317,"scene=glass,method=reference.mp4","scene=glass,method=plenoxel.mp4"
intr-farm,directvoxgo,4.83697057890773,-4.1231362551219,-2.6136851440681,"scene=intr-farm,method=reference.mp4","scene=intr-farm,method=directvoxgo.mp4"
intr-farm,gnt_crossscene,6.62500130666331,-2.12020007635711,-0.781192293193944,"scene=intr-farm,method=reference.mp4","scene=intr-farm,method=gnt_crossscene.mp4"
intr-farm,gnt_singlescene,8.051544236085306,-0.39724073130189,0.561460745629619,"scene=intr-farm,method=reference.mp4","scene=intr-farm,method=gnt_singlescene.mp4"
intr-farm,ibrnet_finetune,8.301264115937103,0.015681552321601,0.709484749545023,"scene=intr-farm,method=reference.mp4","scene=intr-farm,method=ibrnet_finetune.mp4"
intr-farm,ibrnet_pretrain,7.49318452629024,-0.812411254066377,-0.114207512270622,"scene=intr-farm,method=reference.mp4","scene=intr-farm,method=ibrnet_pretrain.mp4"
intr-farm,light_field,9.16524710263389,0.757586792415116,1.79398059956556,"scene=intr-farm,method=reference.mp4","scene=intr-farm,method=light_field.mp4"
intr-farm,mipnerf,8.816057399858447,0.515041497705323,1.2832941720498,"scene=intr-farm,method=reference.mp4","scene=intr-farm,method=mipnerf.mp4"
intr-farm,nerf,8.333857351691458,0.0433730309154737,0.743157949080575,"scene=intr-farm,method=reference.mp4","scene=intr-farm,method=nerf.mp4"
intr-farm,nex,8.642680344266033,0.448470382528746,0.999109933718289,"scene=intr-farm,method=reference.mp4","scene=intr-farm,method=nex.mp4"
intr-farm,plenoxel,7.2835587808733635,-1.00398768946808,-0.373948782772835,"scene=intr-farm,method=reference.mp4","scene=intr-farm,method=plenoxel.mp4"
intr-woods,directvoxgo,7.172759081829284,-1.14274831629009,-0.329006102078889,"scene=intr-woods,method=reference.mp4","scene=intr-woods,method=directvoxgo.mp4"
intr-woods,gnt_crossscene,6.56883282385865,-1.83641235281272,-0.799060558394652,"scene=intr-woods,method=reference.mp4","scene=intr-woods,method=gnt_crossscene.mp4"
intr-woods,gnt_singlescene,7.307163480131193,-1.12930921519305,-0.020036476297133,"scene=intr-woods,method=reference.mp4","scene=intr-woods,method=gnt_singlescene.mp4"
intr-woods,ibrnet_finetune,8.688768322199838,0.465141748159816,1.23504526341346,"scene=intr-woods,method=reference.mp4","scene=intr-woods,method=ibrnet_finetune.mp4"
intr-woods,ibrnet_pretrain,6.906176015975641,-1.46404099434263,-0.579591759294453,"scene=intr-woods,method=reference.mp4","scene=intr-woods,method=ibrnet_pretrain.mp4"
intr-woods,light_field,8.817451372606584,0.415108574671592,1.49987078294694,"scene=intr-woods,method=reference.mp4","scene=intr-woods,method=light_field.mp4"
intr-woods,mipnerf,7.736870981103273,-0.511251749405273,0.222332323291998,"scene=intr-woods,method=reference.mp4","scene=intr-woods,method=mipnerf.mp4"
intr-woods,nerf,8.130443469008263,-0.0230651955661211,0.619963328671013,"scene=intr-woods,method=reference.mp4","scene=intr-woods,method=nerf.mp4"
intr-woods,nex,8.214859361158863,-0.0081610409146744,0.726973213715059,"scene=intr-woods,method=reference.mp4","scene=intr-woods,method=nex.mp4"
intr-woods,plenoxel,7.491447215794372,-0.744237329311338,-0.0540963745394806,"scene=intr-woods,method=reference.mp4","scene=intr-woods,method=plenoxel.mp4"
statue-1,directvoxgo,9.07438264534783,1.345196982714,3.35420387060849,"scene=statue-1,method=reference.mp4","scene=statue-1,method=directvoxgo.mp4"
statue-1,gnt_crossscene,3.8010748414016007,-5.79675825350121,-1.87735958731145,"scene=statue-1,method=reference.mp4","scene=statue-1,method=gnt_crossscene.mp4"
statue-1,gnt_singlescene,3.6405805969707004,-5.5754398697348,-2.0815899589444,"scene=statue-1,method=reference.mp4","scene=statue-1,method=gnt_singlescene.mp4"
statue-1,ibrnet_finetune,6.124361858762846,-1.72201456916025,0.0912194856018462,"scene=statue-1,method=reference.mp4","scene=statue-1,method=ibrnet_finetune.mp4"
statue-1,ibrnet_pretrain,4.85345149588964,-3.76624017092939,-0.995140645943468,"scene=statue-1,method=reference.mp4","scene=statue-1,method=ibrnet_pretrain.mp4"
statue-1,light_field,6.19700409343318,-1.939444666639,0.248351753526172,"scene=statue-1,method=reference.mp4","scene=statue-1,method=light_field.mp4"
statue-1,mipnerf,10.00000000032869,2.05840567396261,4.33934621298479,"scene=statue-1,method=reference.mp4","scene=statue-1,method=mipnerf.mp4"
statue-1,nerf,8.24590135157379,0.151652115446018,2.87074930211042,"scene=statue-1,method=reference.mp4","scene=statue-1,method=nerf.mp4"
statue-1,nex,8.929992741477541,1.07108772943793,3.1960830715329,"scene=statue-1,method=reference.mp4","scene=statue-1,method=nex.mp4"
statue-1,plenoxel,8.34543751709255,0.619262161910427,2.48010586897078,"scene=statue-1,method=reference.mp4","scene=statue-1,method=plenoxel.mp4"
statue-2,directvoxgo,7.025054618413451,0.697931963971099,3.06685194841503,"scene=statue-2,method=reference.mp4","scene=statue-2,method=directvoxgo.mp4"
statue-2,gnt_crossscene,1.6261226724421398,-5.91771355612157,-2.65869309299243,"scene=statue-2,method=reference.mp4","scene=statue-2,method=gnt_crossscene.mp4"
statue-2,gnt_singlescene,3.5468568591048104,-3.48765020489575,-0.681261031909926,"scene=statue-2,method=reference.mp4","scene=statue-2,method=gnt_singlescene.mp4"
statue-2,ibrnet_finetune,6.11497049966259,-0.0201381984182955,1.86125782716802,"scene=statue-2,method=reference.mp4","scene=statue-2,method=ibrnet_finetune.mp4"
statue-2,ibrnet_pretrain,4.078073832461892,-2.63649458163127,-0.204392126911235,"scene=statue-2,method=reference.mp4","scene=statue-2,method=ibrnet_pretrain.mp4"
statue-2,light_field,5.334111037415598,-0.810453754168263,1.08204148634034,"scene=statue-2,method=reference.mp4","scene=statue-2,method=light_field.mp4"
statue-2,mipnerf,10.020330983121,3.95325457222271,6.36930984184167,"scene=statue-2,method=reference.mp4","scene=statue-2,method=mipnerf.mp4"
statue-2,nerf,1.6261226724415714,-7.10817110496337,-2.57171526092503,"scene=statue-2,method=reference.mp4","scene=statue-2,method=nerf.mp4"
statue-2,nex,6.4098696591765805,0.177198706754587,2.19075621910378,"scene=statue-2,method=reference.mp4","scene=statue-2,method=nex.mp4"
statue-2,plenoxel,5.8613747502101905,-0.271833746218872,1.54805552747753,"scene=statue-2,method=reference.mp4","scene=statue-2,method=plenoxel.mp4"
vespa,directvoxgo,8.14624061732419,3.14065019810487,6.05244410870631,"scene=vespa,method=reference.mp4","scene=vespa,method=directvoxgo.mp4"
vespa,gnt_crossscene,-2.7629012335828484,-9.82996876353669,-6.06839610300012,"scene=vespa,method=reference.mp4","scene=vespa,method=gnt_crossscene.mp4"
vespa,gnt_singlescene,-1.8434158095857391,-8.72968809294184,-5.16606463193275,"scene=vespa,method=reference.mp4","scene=vespa,method=gnt_singlescene.mp4"
vespa,ibrnet_finetune,1.544552931027141,-4.49376176455789,-1.67703670597718,"scene=vespa,method=reference.mp4","scene=vespa,method=ibrnet_finetune.mp4"
vespa,ibrnet_pretrain,-1.0269622879605507,-7.6324056753617,-4.11556631662363,"scene=vespa,method=reference.mp4","scene=vespa,method=ibrnet_pretrain.mp4"
vespa,light_field,3.4419447533257843,-1.5548122172967,0.511184299070155,"scene=vespa,method=reference.mp4","scene=vespa,method=light_field.mp4"
vespa,mipnerf,8.94474303758022,3.95716635366057,7.22851827357341,"scene=vespa,method=reference.mp4","scene=vespa,method=mipnerf.mp4"
vespa,nerf,3.9531490441617017,-0.958114427817394,0.977475764282515,"scene=vespa,method=reference.mp4","scene=vespa,method=nerf.mp4"
vespa,nex,9.128317078147301,4.4400391414177,7.14295987926936,"scene=vespa,method=reference.mp4","scene=vespa,method=nex.mp4"
vespa,plenoxel,6.8675039881703,2.29630580365614,3.98718795972837,"scene=vespa,method=reference.mp4","scene=vespa,method=plenoxel.mp4"
metal,directvoxgo,8.696280492691011,-0.652536467201115,-0.0375415794675166,"scene=metal,method=reference.mp4","scene=metal,method=directvoxgo.mp4"
metal,gnt_crossscene,8.548368101895774,-0.962306767198609,-0.0265322908154937,"scene=metal,method=reference.mp4","scene=metal,method=gnt_crossscene.mp4"
metal,gnt_singlescene,8.749563778186097,-0.693595846130138,0.127411932640846,"scene=metal,method=reference.mp4","scene=metal,method=gnt_singlescene.mp4"
metal,ibrnet_finetune,9.402074145854058,0.0731305670101764,0.694217819441472,"scene=metal,method=reference.mp4","scene=metal,method=ibrnet_finetune.mp4"
metal,ibrnet_pretrain,8.10191373473201,-1.35054260313495,-0.549530065209272,"scene=metal,method=reference.mp4","scene=metal,method=ibrnet_pretrain.mp4"
metal,light_field,9.179092868535228,-0.306325126413535,0.565784092630253,"scene=metal,method=reference.mp4","scene=metal,method=light_field.mp4"
metal,mipnerf,9.332543737745844,-0.0110171759066838,0.633752255587929,"scene=metal,method=reference.mp4","scene=metal,method=mipnerf.mp4"
metal,nerf,9.083521517483668,-0.285423952943923,0.399664824654566,"scene=metal,method=reference.mp4","scene=metal,method=nerf.mp4"
metal,nex,9.31840923691188,0.0442980424702256,0.568232278882284,"scene=metal,method=reference.mp4","scene=metal,method=nex.mp4"
metal,plenoxel,8.863007578566412,-0.396172690683393,0.0795084791547448,"scene=metal,method=reference.mp4","scene=metal,method=plenoxel.mp4"
