path_prefix: /anfs/bigdisc/pmh64/XR-DAVID
split_column: distortion
train_ratio: 80
seed: 0
resume: true
extension: mp4
display_dir: /anfs/bigdisc/pmh64/XR-DAVID
display: eizo_CG3146
log_dir: logs/xr-david

scene,condition,jod,jod_low,jod_high,distortion,level,test,ref
Business,LSNU_Level003,7.01750752977368,-1.40755167570545,-0.861692721042443,LSNU,Level003,Business_LSNU_Level003,Business_reference_Level001
Business,WGNU_Level001,9.953229739049515,1.42757512831965,2.20586454052177,WGNU,Level001,Business_WGNU_Level001,Business_reference_Level001
Business,WGNU_Level002,8.96514922201176,0.531235748412153,1.09052309746356,WGNU,Level002,Business_WGNU_Level002,Business_reference_Level001
Business,WGNU_Level003,7.14571911957621,-1.47400682353542,-0.56902035795525,WGNU,Level003,Business_WGNU_Level003,Business_reference_Level001
Caminandes,Blur_Level001,8.1883103715109,-0.787486261734946,-0.145219625226369,Blur,Level001,Caminandes_Blur_Level001,Caminandes_reference_Level001
Caminandes,Blur_Level002,7.18984719399673,-1.91974705425978,-1.07374548262234,Blur,Level002,Caminandes_Blur_Level002,Caminandes_reference_Level001
Caminandes,Blur_Level003,6.41314000383551,-2.85696302001941,-1.77802036062812,Blur,Level003,Caminandes_Blur_Level003,Caminandes_reference_Level001
Caminandes,CSub_Level001,9.809790240597426,0.902845231850357,1.42651493657061,CSub,Level001,Caminandes_CSub_Level001,Caminandes_reference_Level001
Caminandes,CSub_Level002,9.35658323405942,0.417254658290478,1.01546270224031,CSub,Level002,Caminandes_CSub_Level002,Caminandes_reference_Level001
Caminandes,CSub_Level003,8.69063171822225,-0.220236275179454,0.3105988656277,CSub,Level003,Caminandes_CSub_Level003,Caminandes_reference_Level001
Caminandes,ColorFringes_Level001,8.90076611556352,-0.0094639872005438,0.50076903776225,ColorFringes,Level001,Caminandes_ColorFringes_Level001,Caminandes_reference_Level001
Caminandes,ColorFringes_Level002,8.17402961445795,-0.776172036489667,-0.171590209985549,ColorFringes,Level002,Caminandes_ColorFringes_Level002,Caminandes_reference_Level001
Caminandes,ColorFringes_Level003,6.88154293921336,-2.17270984134449,-1.42813343825132,ColorFringes,Level003,Caminandes_ColorFringes_Level003,Caminandes_reference_Level001
Caminandes,Contrast_Level001,8.20313178888679,-0.701715954239966,-0.200971831654192,Contrast,Level001,Caminandes_Contrast_Level001,Caminandes_reference_Level001
Caminandes,Contrast_Level002,7.4134524345416,-1.64169696526507,-0.904579233748704,Contrast,Level002,Caminandes_Contrast_Level002,Caminandes_reference_Level001
Caminandes,Contrast_Level003,6.5163551138036695,-2.6333045389445,-1.73563898105005,Contrast,Level003,Caminandes_Contrast_Level003,Caminandes_reference_Level001
Caminandes,DUC_Level001,10.042921841975954,1.12532466486318,1.70392740855821,DUC,Level001,Caminandes_DUC_Level001,Caminandes_reference_Level001
Caminandes,DUC_Level002,9.775405465268845,0.850432855722103,1.44604553598866,DUC,Level002,Caminandes_DUC_Level002,Caminandes_reference_Level001
Caminandes,DUC_Level003,8.92048610836413,0.0083851301736391,0.53500713131435,DUC,Level003,Caminandes_DUC_Level003,Caminandes_reference_Level001
Caminandes,Dither_Level001,9.699830729117435,0.76121357528109,1.35883102191105,Dither,Level001,Caminandes_Dither_Level001,Caminandes_reference_Level001
Caminandes,Dither_Level002,8.35473097720556,-0.624285830502091,0.020153536444507,Dither,Level002,Caminandes_Dither_Level002,Caminandes_reference_Level001
Caminandes,Dither_Level003,5.84480241552267,-3.2262983441046,-2.48860792103429,Dither,Level003,Caminandes_Dither_Level003,Caminandes_reference_Level001
Caminandes,LSNU_Level001,10.184770175746005,1.23426744839143,1.89848259959535,LSNU,Level001,Caminandes_LSNU_Level001,Caminandes_reference_Level001
Caminandes,LSNU_Level002,9.58850880258085,0.658832684862134,1.25359392340591,LSNU,Level002,Caminandes_LSNU_Level002,Caminandes_reference_Level001
Caminandes,LSNU_Level003,9.07414465107585,0.158188315813029,0.684645940876134,LSNU,Level003,Caminandes_LSNU_Level003,Caminandes_reference_Level001
Caminandes,WGNU_Level001,9.950829538390444,1.01456136016321,1.65222628986805,WGNU,Level001,Caminandes_WGNU_Level001,Caminandes_reference_Level001
Caminandes,WGNU_Level002,10.17871167548668,1.24224391881161,1.86548025621814,WGNU,Level002,Caminandes_WGNU_Level002,Caminandes_reference_Level001
Caminandes,WGNU_Level003,8.87305358449583,-0.0779875439190562,0.538947726812949,WGNU,Level003,Caminandes_WGNU_Level003,Caminandes_reference_Level001
Couple,Blur_Level001,8.046296351631,-0.868392592764099,-0.291488217491482,Blur,Level001,Couple_Blur_Level001,Couple_reference_Level001
Couple,Blur_Level002,6.5166208061640205,-2.4890502949936,-1.74684606950478,Blur,Level002,Couple_Blur_Level002,Couple_reference_Level001
Couple,Blur_Level003,5.85542152488624,-3.1935525328835,-2.42102630513722,Blur,Level003,Couple_Blur_Level003,Couple_reference_Level001
Couple,CSub_Level001,10.061306658382184,1.14649227908917,1.82994436211597,CSub,Level001,Couple_CSub_Level001,Couple_reference_Level001
Couple,CSub_Level002,9.466073532071007,0.605339925708498,1.1622353603515,CSub,Level002,Couple_CSub_Level002,Couple_reference_Level001
Couple,CSub_Level003,8.99886816577864,0.139118230468188,0.675601001045617,CSub,Level003,Couple_CSub_Level003,Couple_reference_Level001
Couple,ColorFringes_Level001,8.70480760749107,-0.10598907876103,0.344012575555668,ColorFringes,Level001,Couple_ColorFringes_Level001,Couple_reference_Level001
Couple,ColorFringes_Level002,7.51782035724367,-1.4688155571299,-0.730112945891399,ColorFringes,Level002,Couple_ColorFringes_Level002,Couple_reference_Level001
Couple,ColorFringes_Level003,6.1424477652047695,-2.98573391671032,-2.07402553585098,ColorFringes,Level003,Couple_ColorFringes_Level003,Couple_reference_Level001
Couple,Contrast_Level001,8.99717077994868,0.12465143952775,0.673586299014096,Contrast,Level001,Couple_Contrast_Level001,Couple_reference_Level001
Couple,Contrast_Level002,8.30067302559876,-0.604415329039191,0.004492084993253,Contrast,Level002,Couple_Contrast_Level002,Couple_reference_Level001
Couple,Contrast_Level003,6.7358136915951405,-2.40115430960892,-1.47413081428959,Contrast,Level003,Couple_Contrast_Level003,Couple_reference_Level001
Couple,DUC_Level001,10.343655362759874,1.48825556964613,2.08449736029391,DUC,Level001,Couple_DUC_Level001,Couple_reference_Level001
Couple,DUC_Level002,9.432145976211531,0.559129002331388,1.14581033617835,DUC,Level002,Couple_DUC_Level002,Couple_reference_Level001
Couple,DUC_Level003,8.23361905305642,-0.812022070804809,0.081472440742308,DUC,Level003,Couple_DUC_Level003,Couple_reference_Level001
Couple,Dither_Level001,9.817109314705053,0.92373610178233,1.54668939681729,Dither,Level001,Couple_Dither_Level001,Couple_reference_Level001
Couple,Dither_Level002,9.351201515812877,0.476146431301237,1.06050277686917,Dither,Level002,Couple_Dither_Level002,Couple_reference_Level001
Couple,Dither_Level003,7.39287151499464,-1.62097559574822,-0.826200530072637,Dither,Level003,Couple_Dither_Level003,Couple_reference_Level001
Couple,LSNU_Level001,9.841997017317587,0.961568179871414,1.5893769916658,LSNU,Level001,Couple_LSNU_Level001,Couple_reference_Level001
Couple,LSNU_Level002,8.90963836873665,0.0847079289635739,0.577909195898334,LSNU,Level002,Couple_LSNU_Level002,Couple_reference_Level001
Couple,LSNU_Level003,7.99018227743986,-0.883709416789286,-0.307958459810853,LSNU,Level003,Couple_LSNU_Level003,Couple_reference_Level001
Couple,WGNU_Level001,10.31419262704945,1.40923486652207,2.13187831372239,WGNU,Level001,Couple_WGNU_Level001,Couple_reference_Level001
Couple,WGNU_Level002,9.743832383621285,0.884708083266748,1.51138211729249,WGNU,Level002,Couple_WGNU_Level002,Couple_reference_Level001
Couple,WGNU_Level003,8.1513925097398,-0.849179930664432,-0.0580353765361655,WGNU,Level003,Couple_WGNU_Level003,Couple_reference_Level001
Dance,Blur_Level001,8.53916381594766,-0.201505684466278,0.457601190543292,Blur,Level001,Dance_Blur_Level001,Dance_reference_Level001
Dance,Blur_Level002,7.192028942177879,-1.66222067951213,-0.878145700263449,Blur,Level002,Dance_Blur_Level002,Dance_reference_Level001
Dance,Blur_Level003,6.55971505085347,-2.30267456143614,-1.50099332388808,Blur,Level003,Dance_Blur_Level003,Dance_reference_Level001
Dance,CSub_Level001,9.638529825444987,0.837569130279241,1.59191750596958,CSub,Level001,Dance_CSub_Level001,Dance_reference_Level001
Dance,CSub_Level002,9.309117527556557,0.577614941224528,1.2243288589727,CSub,Level002,Dance_CSub_Level002,Dance_reference_Level001
Dance,CSub_Level003,8.46052172324584,-0.330754065418743,0.371578344916059,CSub,Level003,Dance_CSub_Level003,Dance_reference_Level001
Dance,ColorFringes_Level001,9.234049686299235,0.503565603795541,1.13196313558161,ColorFringes,Level001,Dance_ColorFringes_Level001,Dance_reference_Level001
Dance,ColorFringes_Level002,8.22774076332081,-0.512714514417415,0.0781547529546234,ColorFringes,Level002,Dance_ColorFringes_Level002,Dance_reference_Level001
Dance,ColorFringes_Level003,6.823185245685901,-2.04855663190247,-1.22127826722774,ColorFringes,Level003,Dance_ColorFringes_Level003,Dance_reference_Level001
Dance,Contrast_Level001,9.465353773983681,0.663956989782994,1.42210293887615,Contrast,Level001,Dance_Contrast_Level001,Dance_reference_Level001
Dance,Contrast_Level002,9.032008489008176,0.248310767274597,0.985005048871914,Contrast,Level002,Dance_Contrast_Level002,Dance_reference_Level001
Dance,Contrast_Level003,7.411506613432779,-1.36547696586531,-0.710443802696156,Contrast,Level003,Dance_Contrast_Level003,Dance_reference_Level001
Dance,DUC_Level001,9.773722849682438,0.988303967438698,1.72486887797579,DUC,Level001,Dance_DUC_Level001,Dance_reference_Level001
Dance,DUC_Level002,7.77228302240291,-1.08053612755531,-0.317111438423743,DUC,Level002,Dance_DUC_Level002,Dance_reference_Level001
Dance,DUC_Level003,7.10880279560483,-1.73969586863164,-0.945040832526791,DUC,Level003,Dance_DUC_Level003,Dance_reference_Level001
Dance,Dither_Level001,10.191862214107394,1.35386046883898,2.19401451710127,Dither,Level001,Dance_Dither_Level001,Dance_reference_Level001
Dance,Dither_Level002,9.403187629599085,0.643038858181495,1.34061995632282,Dither,Level002,Dance_Dither_Level002,Dance_reference_Level001
Dance,Dither_Level003,7.74728036828923,-1.09901816573462,-0.306539456409638,Dither,Level003,Dance_Dither_Level003,Dance_reference_Level001
Dance,LSNU_Level001,9.075625160250333,0.305123186643285,0.963990690471471,LSNU,Level001,Dance_LSNU_Level001,Dance_reference_Level001
Dance,LSNU_Level002,7.82744677032731,-0.961978453986773,-0.289979428504835,LSNU,Level002,Dance_LSNU_Level002,Dance_reference_Level001
Dance,LSNU_Level003,6.75944419275363,-2.12583925792066,-1.31102405799608,LSNU,Level003,Dance_LSNU_Level003,Dance_reference_Level001
Dance,WGNU_Level001,9.218834806936366,0.480020495278035,1.0976783249539,WGNU,Level001,Dance_WGNU_Level001,Dance_reference_Level001
Dance,WGNU_Level002,8.516443683249129,-0.360230762720409,0.493462645690653,WGNU,Level002,Dance_WGNU_Level002,Dance_reference_Level001
Dance,WGNU_Level003,7.680015706362051,-1.15775525071031,-0.405314523134371,WGNU,Level003,Dance_WGNU_Level003,Dance_reference_Level001
Emojis,Blur_Level001,8.54085488526233,-0.24751841911583,0.229561400991648,Blur,Level001,Emojis_Blur_Level001,Emojis_reference_Level001
Emojis,Blur_Level002,7.417947647829211,-1.52923788301759,-0.784081907074073,Blur,Level002,Emojis_Blur_Level002,Emojis_reference_Level001
Emojis,Blur_Level003,6.58176692653354,-2.38124508311965,-1.65024258676969,Blur,Level003,Emojis_Blur_Level003,Emojis_reference_Level001
Emojis,CSub_Level001,8.61385102089509,-0.293287974424216,0.409297558768808,CSub,Level001,Emojis_CSub_Level001,Emojis_reference_Level001
Emojis,CSub_Level002,7.34080142058406,-1.60179441641589,-0.887750836896869,CSub,Level002,Emojis_CSub_Level002,Emojis_reference_Level001
Emojis,CSub_Level003,6.616231091583741,-2.39471358536953,-1.58009076442835,CSub,Level003,Emojis_CSub_Level003,Emojis_reference_Level001
Emojis,ColorFringes_Level001,9.637082298294784,0.683891652660184,1.42863311336924,ColorFringes,Level001,Emojis_ColorFringes_Level001,Emojis_reference_Level001
Emojis,ColorFringes_Level002,8.516908355808571,-0.35120835228758,0.2684465936436,ColorFringes,Level002,Emojis_ColorFringes_Level002,Emojis_reference_Level001
Emojis,ColorFringes_Level003,7.60802384161477,-1.30989864732971,-0.637053461239115,ColorFringes,Level003,Emojis_ColorFringes_Level003,Emojis_reference_Level001
Emojis,Contrast_Level001,9.786203719095862,0.875843615735172,1.6202407255145,Contrast,Level001,Emojis_Contrast_Level001,Emojis_reference_Level001
Emojis,Contrast_Level002,9.618228701462282,0.741553744108274,1.36721590043332,Contrast,Level002,Emojis_Contrast_Level002,Emojis_reference_Level001
Emojis,Contrast_Level003,8.57851611679026,-0.271167303740121,0.330890396116213,Contrast,Level003,Emojis_Contrast_Level003,Emojis_reference_Level001
Emojis,DUC_Level001,9.549698929790425,0.597251144099538,1.36078241337303,DUC,Level001,Emojis_DUC_Level001,Emojis_reference_Level001
Emojis,DUC_Level002,8.4723671813759,-0.44965220213094,0.233003440582604,DUC,Level002,Emojis_DUC_Level002,Emojis_reference_Level001
Emojis,DUC_Level003,7.477092512284949,-1.53258161709001,-0.65304506227179,DUC,Level003,Emojis_DUC_Level003,Emojis_reference_Level001
Emojis,Dither_Level001,9.903770325672157,0.969985390876533,1.73131883637241,Dither,Level001,Emojis_Dither_Level001,Emojis_reference_Level001
Emojis,Dither_Level002,9.378142345196814,0.463538775481675,1.16478689847835,Dither,Level002,Emojis_Dither_Level002,Emojis_reference_Level001
Emojis,Dither_Level003,7.93260234265997,-1.03097136061267,-0.217171995596518,Dither,Level003,Emojis_Dither_Level003,Emojis_reference_Level001
Emojis,LSNU_Level001,8.78588932354771,-0.127040018397499,0.539727494605247,LSNU,Level001,Emojis_LSNU_Level001,Emojis_reference_Level001
Emojis,LSNU_Level002,7.64299459677759,-1.27846491233088,-0.572168149610379,LSNU,Level002,Emojis_LSNU_Level002,Emojis_reference_Level001
Emojis,LSNU_Level003,6.9152408167197805,-2.14642491136463,-1.25191916852277,LSNU,Level003,Emojis_LSNU_Level003,Emojis_reference_Level001
Emojis,WGNU_Level001,10.07781691227253,1.17425309489423,1.89119548110791,WGNU,Level001,Emojis_WGNU_Level001,Emojis_reference_Level001
Emojis,WGNU_Level002,9.705602809591545,0.796150076805406,1.5046868830176,WGNU,Level002,Emojis_WGNU_Level002,Emojis_reference_Level001
Emojis,WGNU_Level003,9.523320893589068,0.638360512939601,1.26989694462833,WGNU,Level003,Emojis_WGNU_Level003,Emojis_reference_Level001
Foliage,Blur_Level001,8.06709923898365,-1.35517615452166,-0.470340432465837,Blur,Level001,Foliage_Blur_Level001,Foliage_reference_Level001
Foliage,Blur_Level002,6.87014653996822,-2.64191877040228,-1.70621652663566,Blur,Level002,Foliage_Blur_Level002,Foliage_reference_Level001
Foliage,Blur_Level003,5.72022829966992,-3.94710082467008,-2.76691819125577,Blur,Level003,Foliage_Blur_Level003,Foliage_reference_Level001
Foliage,CSub_Level001,9.994767436396755,0.692890263762131,1.41248339099147,CSub,Level001,Foliage_CSub_Level001,Foliage_reference_Level001
Foliage,CSub_Level002,10.011619571914164,0.699273732670776,1.45557550505063,CSub,Level002,Foliage_CSub_Level002,Foliage_reference_Level001
Foliage,CSub_Level003,9.471436738436777,0.233791199362251,0.822130756631118,CSub,Level003,Foliage_CSub_Level003,Foliage_reference_Level001
Foliage,ColorFringes_Level001,8.91860762380492,-0.443965214447073,0.334320309976279,ColorFringes,Level001,Foliage_ColorFringes_Level001,Foliage_reference_Level001
Foliage,ColorFringes_Level002,7.99886685522013,-1.45902992782253,-0.537970079214602,ColorFringes,Level002,Foliage_ColorFringes_Level002,Foliage_reference_Level001
Foliage,ColorFringes_Level003,6.11236471187671,-3.69008530366882,-2.27757062775536,ColorFringes,Level003,Foliage_ColorFringes_Level003,Foliage_reference_Level001
Foliage,Contrast_Level001,9.606982221079242,0.351422596117242,0.980333707704764,Contrast,Level001,Foliage_Contrast_Level001,Foliage_reference_Level001
Foliage,Contrast_Level002,8.76720740790414,-0.56738356472053,0.169384166403723,Contrast,Level002,Foliage_Contrast_Level002,Foliage_reference_Level001
Foliage,Contrast_Level003,7.4402963138484,-2.25180151457216,-0.946305126261403,Contrast,Level003,Foliage_Contrast_Level003,Foliage_reference_Level001
Foliage,DUC_Level001,10.28438780321667,0.995977687857418,1.71560961272619,DUC,Level001,Foliage_DUC_Level001,Foliage_reference_Level001
Foliage,DUC_Level002,10.037681907388743,0.754448890597654,1.44740372834821,DUC,Level002,Foliage_DUC_Level002,Foliage_reference_Level001
Foliage,DUC_Level003,8.7824244265488,-0.696866960656088,0.31934289615961,DUC,Level003,Foliage_DUC_Level003,Foliage_reference_Level001
Foliage,Dither_Level001,10.083763599507702,0.839983228475943,1.474313622764,Dither,Level001,Foliage_Dither_Level001,Foliage_reference_Level001
Foliage,Dither_Level002,9.94211975463019,0.628363882290192,1.36252728354843,Dither,Level002,Foliage_Dither_Level002,Foliage_reference_Level001
Foliage,Dither_Level003,8.22374211790878,-1.10552916681821,-0.378631959441088,Dither,Level003,Foliage_Dither_Level003,Foliage_reference_Level001
Foliage,LSNU_Level001,10.308559866541657,0.999924003308134,1.74741280245066,LSNU,Level001,Foliage_LSNU_Level001,Foliage_reference_Level001
Foliage,LSNU_Level002,9.775402923048675,0.529000601854053,1.16921033278528,LSNU,Level002,Foliage_LSNU_Level002,Foliage_reference_Level001
Foliage,LSNU_Level003,8.99396272623607,-0.291564715651621,0.352435341217147,LSNU,Level003,Foliage_LSNU_Level003,Foliage_reference_Level001
Foliage,WGNU_Level001,10.332823138119098,0.97708931798601,1.7873580109207,WGNU,Level001,Foliage_WGNU_Level001,Foliage_reference_Level001
Foliage,WGNU_Level002,9.880625361541336,0.641649589001047,1.24205300982462,WGNU,Level002,Foliage_WGNU_Level002,Foliage_reference_Level001
Foliage,WGNU_Level003,8.54218281917178,-0.925333013657635,0.0658867203681223,WGNU,Level003,Foliage_WGNU_Level003,Foliage_reference_Level001
Icons,Blur_Level001,8.51984402355194,-0.559386860362088,-0.0173512351800948,Blur,Level001,Icons_Blur_Level001,Icons_reference_Level001
Icons,Blur_Level002,7.86621690344648,-1.24669943981051,-0.62481928021632,Blur,Level002,Icons_Blur_Level002,Icons_reference_Level001
Icons,Blur_Level003,7.3079844347030996,-1.89253548182209,-1.12803343442895,Blur,Level003,Icons_Blur_Level003,Icons_reference_Level001
Icons,CSub_Level001,9.565804594818948,0.503915549555158,1.04714474867836,CSub,Level001,Icons_CSub_Level001,Icons_reference_Level001
Icons,CSub_Level002,9.144182497588409,0.0913681513567765,0.5968690357035,CSub,Level002,Icons_CSub_Level002,Icons_reference_Level001
Icons,CSub_Level003,8.69547715842752,-0.390402056571757,0.188593783958197,CSub,Level003,Icons_CSub_Level003,Icons_reference_Level001
Icons,ColorFringes_Level001,8.94638776306685,-0.101102441705885,0.406096104853578,ColorFringes,Level001,Icons_ColorFringes_Level001,Icons_reference_Level001
Icons,ColorFringes_Level002,8.37253876162912,-0.729972515903314,-0.131874360706486,ColorFringes,Level002,Icons_ColorFringes_Level002,Icons_reference_Level001
Icons,ColorFringes_Level003,7.586306533787781,-1.55909403908506,-0.925943152485944,ColorFringes,Level003,Icons_ColorFringes_Level003,Icons_reference_Level001
Icons,Contrast_Level001,9.266230847218806,0.178865237343183,0.745306264940709,Contrast,Level001,Icons_Contrast_Level001,Icons_reference_Level001
Icons,Contrast_Level002,8.50371227852086,-0.555148224580279,-0.0409820186330324,Contrast,Level002,Icons_Contrast_Level002,Icons_reference_Level001
Icons,Contrast_Level003,7.50672639064271,-1.72199896281275,-0.930190529571411,Contrast,Level003,Icons_Contrast_Level003,Icons_reference_Level001
Icons,DUC_Level001,10.07814129066008,0.990816091828759,1.6059692425439,DUC,Level001,Icons_DUC_Level001,Icons_reference_Level001
Icons,DUC_Level002,9.337133711860863,0.262602545321321,0.838393474513125,DUC,Level002,Icons_DUC_Level002,Icons_reference_Level001
Icons,DUC_Level003,8.74696107942689,-0.319421994031032,0.219677828522319,DUC,Level003,Icons_DUC_Level003,Icons_reference_Level001
Icons,Dither_Level001,9.596813414318861,0.518982413969208,1.0902833267425,Dither,Level001,Icons_Dither_Level001,Icons_reference_Level001
Icons,Dither_Level002,8.52001872086782,-0.537051694653719,-0.0247735564367168,Dither,Level002,Icons_Dither_Level002,Icons_reference_Level001
Icons,Dither_Level003,6.7493564578725405,-2.38687931899436,-1.74826238494707,Dither,Level003,Icons_Dither_Level003,Icons_reference_Level001
Icons,LSNU_Level001,9.891901470044003,0.751775170221196,1.42797851057922,LSNU,Level001,Icons_LSNU_Level001,Icons_reference_Level001
Icons,LSNU_Level002,9.528914017364276,0.40850087791736,1.06970810495627,LSNU,Level002,Icons_LSNU_Level002,Icons_reference_Level001
Icons,LSNU_Level003,8.44629000775981,-0.689771798848523,-0.0022526544226248,LSNU,Level003,Icons_LSNU_Level003,Icons_reference_Level001
